co_seq_unidade_saude,co_seq_distrito,co_seq_tp_logradouro,co_seq_municipio,no_unidade_saude,co_ref_unidade,nu_cnes,no_logradouro,nu_logradouro,cmp_nr_logradouro,no_bairro,nu_cep,nu_telefone,nu_fax,ds_email,dt_hr_ultima_alteracao,aut_ultima_alteracao,dt_hr_registro,aut_registro,nu_telefone_auxiliar
936,,5,624,U.B.S. AEROPORTO,01349-01,6245307,R. DA JARDINEIRA,00,,CENTRO ,65970000,(86)995049339,(  ),UBS.AEROPORTO.SD@GMAIL.COM,20210521111843,yago,20210521111843,yago,(  )
937,,5,624,U.B.S. MAJOR DELFINO,01350-01,6629253,R. DOM PEDRO II,00,,SAO JOSE,65790000,(99)991236443,(  ),RAQUELGLORIA395@GMAIL.COM,20210521112240,yago,20210521112240,yago,(  )
938,,5,624,U.B.S. ITAUNA,01351-01,6629237,R. 01,00,,CENTRO,65970000,(99)991088467,(  ),J.DEYNA@YAHOO.COM,20210521112614,yago,20210521112614,yago,(  )
939,,5,624,U.B.S. PRACA GETULIO VARGAS,01352-01,6629202,R. PROF. ELIANE ,00,CENTRO,,65970000,(99)998823454,(  ),NANDAFERNANDES_@HOTMAIL.COM,20210521112957,yago,20210521112957,yago,(  )
941,,54,624,U.B.S. MAE PASTORA,01354-01,2455439,POV. CONDURU,00,,Z. RURAL,65970000,(11)944805566,(  ),SAMILLASSBARROS@GMAIL.COM,20210521113620,yago,20210521113620,yago,(  )
942,,54,624,U.B.S. LAGOINHA,01355-01,5792932,POV. LAGOINHA ,00,,Z. RURAL,65970000,(99)992067671,(  ),ADEILZA.ENF@GMAIL.COM,20210521113815,yago,20210521113815,yago,(  )
943,,54,624,U.B.S. JOAO LINO VIEIRA,01356-01,6142648,POV. PAULO,00,,Z. RURAL,65970000,(99)988297651,(  ),RENATAANTUNES264@GMAIL.COM,20210521114123,yago,20210521114123,yago,(  )
944,,0,624,U.B.S. BAIXAO GRANDE ,01357-01,,PRACA MATRIZ ,00,,BAIXAO GRANDE ,65970000,(98)981257663,(  ),HILDAFERNANDESBARRETO2014@GMAIL.COM,20210521114359,yago,20210521114359,yago,(  )
945,,54,624,U.B.S. COCAL DOS PIAUIZEIROS,01358-01,2455420,POV. COCAL DOS PIAUIZEIROS,00,,Z. RURAL,65970000,(99)988196870,(  ),CLAUDIO_50@HOTMAIL.COM,20210521114720,yago,20210521114720,yago,(  )
946,,54,624,U.B.S. VIOLA,01359-01,2390388,POV. VIOLA,00,,Z. RURAL,65970000,(00)988334754,(  ),CHARLESFEITOSADESOUSA1974@GMAIL.COM,20210521115018,yago,20210521115018,yago,(  )
947,,113,624,U.B.S. PRACA DO MERCADO,01360-01,651575,R. NOVA ,00,,CENTRO,65970000,(99)985062238,(  ),JTEIXEIRA_S@HOTMAIL.COM,20210521115407,yago,20210521115407,yago,(  )
301,,36,635,MAC-MA,00261-01,,Jerônimo de Albuquerque Maranhão,S/N,,COHAB Anil I,65051210,(98)391146639,(  ),DIRETORIAEDSONHMNS@GMAIL.COM,20210523083951,yago,20170908095401,Implantação,(98)988073286
502,,113,635,MAT. SANTA CASA DE MISERICORDIA,00907-01,,do Norte,233,,Centro,65015330,(98)988163790,(  ),EUCIENE.SANTOS.AZEVEDO@HOTMAIL.COM,20210523084736,yago,20190219091040,hiago,(  )
948,,5,570,U.B.S. FATIMA,01361-01,,R. DO FIO,00,,FATIMA,65360000,(98)991984552,(  ),ILI1510@GMAIL.COM,20210524143935,yago,20210524143935,yago,(  )
949,,5,570,U.B.S. PALMEIRINHA,01362-01,,R. DO CAJUEIRO,00,,PALMEIRINHA,65360000,(98)991092958,(  ),VALTELINAROCHA@GMAIL.COM,20210524144339,yago,20210524144339,yago,(  )
950,,5,570,U.B.S. SANTA HELENA,01363-01,,R. PRINCIPAL ,00,,POV. SANTA HELENA,65360000,(  ),(  ),,20210524144723,yago,20210524144723,yago,(98)991714520
951,,54,570,U.S.F. CASTELO ,01364-01,,POV. CASTELO ,00,,Z. RURAL,65360000,(98)992373311,(  ),LEIDEMOTTA25@GMAIL.COM,20210524145000,yago,20210524145000,yago,(  )
952,,5,570,U.S.F. SANTA RITA,01365-01,,POV.SANTA RITA ,00,,Z. RURAL,65360000,(98)991555791,(  ),ANACARLA115@GMAIL.COM,20210524145351,yago,20210524145351,yago,(  )
953,,5,570,U.S.F. MATA BOI,01366-01,,POV. MATA BOI ,00,,Z. RURAL,65360000,(  ),(  ),WALSOEIRO20@GMAIL.COM,20210524145619,yago,20210524145619,yago,(  )
954,,5,507,C.S. JOSIAS MENDES,01367-01,,R. MONTE SIAO ,00,,CENTRO,65921400,(98)999349307,(  ),TEIXEIRASIDENIA@GMAIL.COM,20210524145952,yago,20210524145952,yago,(  )
955,,5,556,U.B.S. LAGOA NOVA,01368-01,,POV. LAGOA NOVA,00,,Z. RURAL,65895000,(99)984595934,(  ),FLAVITH25@OUTLOOK.COM,20210524150301,yago,20210524150301,yago,(  )
241,,36,608,HOSP. MUN. DE ROSARIO,00383-01,2646358,EURICO MACEDO,S/N,,CENTRO,65150000,(99)982584093,(  ),ROSARIOALMEIDA88@GMAIL.COM,20220114083851,yago,20170908095401,Implantação,(  )
42,,113,483,U.B.S. RAIMUNDO MARÇAL,00336-01,3774082,JOSE PEDRO VASCONCELOS ,1800,,CENTRO,65380000,(98)992429648,(  ),GIDEANENATOSSOUSA@HOTMAIL.COM,20220420135049,yago,20170908095401,Implantação,(98)991470398
365,,113,635,U.B.S. DRº PAULO RAMOS,00118-01,,do Passeio,S/N,,Centro,65015370,(98)988894317,(  ),,20220824083629,yago,20181214112459,carliane,(  )
393,,113,635,U.B.S. TIBIRI,00153-01,,Santo Antônio,S/N,,Tibiri,65095330,(98)991761712,(  ),,20220824083755,yago,20190123130317,carliane,(98)987685850
296,,113,635,U.B.S. LAURA VASCONCELOS- ESTIVA,00212-01,2309270,Engenheiro Emiliano Macieira,S/N,,ESTIVA,65095604,(  ),(  ),,20220824083923,yago,20170908095401,Implantação,(  )
935,,113,453,U.B.S. CARAVELAS ,01348-01,,SILVA MAIA ,130,RESP. TOMAZIA MENDES,CENTRO,65250000,(98)991447369,(  ),APSALCANTARA2021@GMAIL.COM,20221004074954,yago,20210518130353,carliane,(  )
292,,113,635,U.B.S. BEZERRA MENEZES,00553-01,2309998,Hemetério Leitão,S/N,,São Francisco,65076420,(98)987504801,(  ),VALERIA_PAIVA10@HOTMAIL.COM,20230817111329,yago,20170908095401,Implantação,(  )
956,,5,609,U.B.S. PADRE FRANCO,01369-01,,R. PADRE FRANCO ,00,,BELA VISTA,65830000,(99)982644192,(  ),CLIVIAMARTINSRODRIGUES@GMAIL.COM,20210525071444,yago,20210525071444,yago,(  )
957,,5,542,C.S. ITINGA DO MA,01370-01,,R. SEN. JOSE SARNEY,41,,CENTRO,65939000,(99)992024434,(  ),CPDSMSITINGA@HOTMAIL.COM,20210525074713,yago,20210525074713,yago,(  )
958,,5,570,E.S.F. BACURI,01371-01,,POV. BACURI,00,,Z. RURAL,65300000,(98)987225316,(  ),,20210527134620,yago,20210527134620,yago,(  )
960,,5,594,U.B.S. SAO JOSE,01373-01,,R. MARANHAO ,00,,CENTRO,65706000,(98)992102009,(  ),FATIMAPEREIRAZEILDE123@GMAIL.COM,20210527135546,yago,20210527135546,yago,(  )
961,,5,594,U.B.S. VILA BATALHA,01374-01,,POV. VILA BATALHA,00,,Z. RURAL,65706000,(98)991903290,(  ),IRENE69SUARES@GMAIL.COM,20210527135825,yago,20210527135825,yago,(  )
962,,5,594,U.B.S. VILA ESPERANCA,01375-01,,R. SAO FRANCISCO ,00,,VL ESPERANCA,65706000,(  ),(  ),LISSANDRO_TEC.ENF@HOTMAIL.COM,20210527140017,yago,20210527140017,yago,(  )
963,,5,594,U.B.S. LAGOA DOS CRENTES,01376-01,,POV. LAGOA DOS CRENTES,00,,Z. RURAL,65706000,(98)985344509,(  ),DASILVADESOUSA293@GMAIL.COM,20210527140351,yago,20210527140317,yago,(  )
964,,5,594,U.B.S. MAXIMIANO,01377-01,,POV. MAXIMOANO,00,,Z. RURAL,65706000,(98)991063074,(  ),FRANCISCOPEREIRAARAUJO@HOTMAIL.COM,20210527140605,yago,20210527140605,yago,(  )
965,,5,594,U.B.S. BACURI DOS QUARESMAS,01378-01,,POV. BACURI DOS QUARESMAS,00,,Z. RURAL,65706000,(98)991448500,(  ),TELSONLUIS1@GMAIL.COM,20210527140744,yago,20210527140744,yago,(  )
966,,5,594,U.B.S. CORDEIRO,01379-01,,POV. CORDEIRO,00,,Z. RURAL,65706000,(98)991708058,(  ),ALMEIDAALICE653@GMAIL.COM,20210527140957,yago,20210527140957,yago,(  )
967,,5,594,U.B.S. JOSE DA MATA,01380-01,,POV. SAO JOSE DA MATA ,00,,Z. RURAL,65706000,(98)991718248,(  ),ALIZANGELAFRANCIANE@GMAIL.COM,20210527141210,yago,20210527141210,yago,(  )
968,,5,490,C.P.N. MARIA NAZARE RODRIGUES ,01381-01,,R. SANTA LUZIA ,00,,TERRA BELA ,65390000,(98)981188284,(  ),RAYANEARAUJOPN@GMAIL.COM,20210527142400,yago,20210527142400,yago,(  )
970,,5,518,U.B.S. AMANCIO ALVES DOS SANTOS,01383-01,,ASSENT. ALTA MIRA,00,,Z. RURAL,65975000,(  ),(  ),SANDOVAS.JUNIOR@GMAIL.COM,20210601085450,yago,20210601085450,yago,(  )
971,,5,518,U.B.S. ALZENIRA GOMES,01384-01,,ASSENT. SERAFIM,00,,Z. RURAL,65975000,(  ),(  ),GRACIRENE_23@HOTMAIL.COM,20210601085740,yago,20210601085740,yago,(  )
972,,5,646,E.S.F. ACAIZAL,01385-01,,R. BOM JARDIM,00,,ACAIZAL GRANDE,65935000,(99)98975234,(  ),,20210601090526,yago,20210601090526,yago,(  )
973,,5,646,E.S.F. OLIMPO DE SOUZA,01386-01,,R. PRINCIPAL,00,,BOCA DA MATA,65935000,(  ),(  ),GILDEANE_20@HOTMAIL.COM,20210601090759,yago,20210601090759,yago,(  )
974,,5,646,E.S.F. MIGUEL NUNES,01387-01,,R. BOM JARDIM ,00,,CENTRO ,65935000,(  ),(  ),RAQUELFERNANDES_RFP@HOTMAIL.COM,20210601090945,yago,20210601090945,yago,(  )
975,,5,646,E.S.F. AMELIA ALENCAR,01388-01,,R. SANTANA,245,,NOVA MUCUIBA,65935000,(  ),(  ),PAIVAJOSY4@GMAIL.COM,20210601091158,yago,20210601091158,yago,(  )
976,,5,660,C.S. ADERALDO LOPES DE SOUSA,01389-01,,R. DO SOL,00 ,,CENTRO,65530000,(  ),(  ),IRENEVELOSO@HOTMAIL.COM,20210601091922,yago,20210601091922,yago,(  )
979,,5,582,U.B.S. LUIS BARBOSA RIBEIRO ,01392-01,,R. 02,00,,AGROVEMA,65640000,(99)999797928,(  ),,20210601094530,yago,20210601094530,yago,(  )
980,,5,582,U.B.S. DONA SINHA SANTOS,01393-01,,POV. BREJINHO DO ISMAEL,00,,Z. RURAL,65640000,(99)999797928,(  ),CLEYDEPALOMA@HOTMAIL.COM,20210601094901,yago,20210601094901,yago,(  )
981,,5,582,U.B.S. OSCAR RODRIGUES DE AZEVEDO,01394-01,,POV. FEITORIA,00,,Z. RURAL,65640000,(98)999797928,(  ),,20210601095028,yago,20210601095028,yago,(  )
982,,5,582,U.B.S. CICERO FEITOSA DA SILVA,01395-01,,POV. OLHO DAGUA DO NOGA,00,,Z. RURAL,65640000,(  ),(  ),CLAUDIAA.SOUSA@HOTMAIL.COM,20210601095233,yago,20210601095233,yago,(  )
984,,5,582,U.B.S. LAURO BARBOSA RIBEIRO,01397-01,,AV. JOAO PEREIRA FARIAS,00,,REDENCAO,65640000,(  ),(  ),RAYANNELIMA940@HOTMAIL.COM,20210601095659,yago,20210601095659,yago,(  )
985,,5,582,U.B.S. CENTRO II,01398-01,,AV. CAROLINA,00,,CENTRO,65640000,(  ),(  ),MARCELAIBIAPINAPAZ1@GMAIL.COM,20210601103044,yago,20210601103044,yago,(  )
986,,5,582,U.B.S. CENTRO DO NAZARE,01399-01,,POV. NAZARE,00,,Z. RURAL,65640000,(  ),(  ),KAIO.R@OUTLOOK.COM,20210601103212,yago,20210601103212,yago,(  )
987,,5,582,U.B.S. JACINTO ANTONIO DE MOURA,01400-01,,POV. PAIOL,00,,Z. RURAL,65640000,(  ),(  ),LYNARAOLIVEIRA16@GMAIL.COM,20210601103401,yago,20210601103401,yago,(  )
988,,5,500,U.B.S. JAIME ENRIQUE BASSANINI MATUK,01401-01,,R. DUQUE DE CAXIAS,286,,CENTRO,65295000,(00)984865863,(  ),LINDALVAREIS97@OUTLOOK.COM,20210601104614,yago,20210601104614,yago,(  )
989,,113,539,U.B.S. DRª MARIA ARAGAO ,01402-01,,Colinas,3523,,Parque Alvorada,65915632,(99)984530941,(  ),JHULIA.MOREREIRA@OUTLOOK.COM,20210610071311,yago,20210610071311,yago,(  )
990,,113,539,U.B.S. SANTA RITA,01403-01,,Miguel Baury,00,,Santa Rita,65919190,(99)991377506,(  ),MANUTHALLINE@GMAIL.COM,20210610071525,yago,20210610071525,yago,(99)981163178
940,,5,624,U.B.S. PEDRO NOGUEIRA SOARES ,01353-01,5792916,R. DA BOMBA,00,,LAGOA NOVA ,65970000,(98)991452263,(  ),ANE.SILVA123@HOTMAIL.COM,20210610072052,yago,20210521113222,yago,(  )
991,,5,624,U.B.S. SAO JOSE ,01404-01,,01,00,,AIRTON SENA ,65790000,(99)991063054,(  ),,20210610072703,yago,20210610072703,yago,(  )
993,,5,624,U.B.S. JOAO LENO VIEIRA,01406-01,,POV. PAULO,00,,Z. RURAL,65970000,(99)988299751,(  ),RENATAANTUNES264@GMAIL.COM,20210610073120,yago,20210610073120,yago,(  )
1071,,54,496,U.B.S. OTILIO MATOS LIMA,01484-01,,R. FLORENCIO BORGES,00,,POV. DO ,65280000,(98)984775477,(  ),,20210913143010,yago,20210910150550,yago,(  )
583,,0,539,U.B.S. DR° MILTON LOPES,01005-01,,R. LOURENCIO PIRES DOURADO,00,,BACURI,65901970,(  ),(  ),,20220408113838,yago,20190221084611,hiago,(  )
969,,113,460,U.B.S. FELIPE MACIEL LARANJEIRA,01382-01,,R. NICOLAU DINO,00,,CENTRO,65923000,(99)984440800,(  ),APOLYANAML@GMAIL.COM,20220525072303,yago,20210601084313,yago,(  )
977,,5,664,U.B.S. JOAO FIRMINO VAZ FILHO,01390-01,,POV. COQUE,00,,Z. RURAL,65320000,(98)984093071,(  ),ATENCAOBASICAVM21@GMAIL.COM,20230704075339,yago,20210601092507,yago,(  )
959,,5,594,HOSP. MUNICIPAL SAO SEBASTIAO ,01372-01,,R. JK ,00,,CENTRO,65706000,(98)984984232,(  ),10012008@HOTMAIL.COM,20221116114154,yago,20210527135257,yago,(  )
983,,5,582,U.B.S. ANTONIO GOMES DA SILVA,01396-01,,POV. LAGOA DO CAMINHO,00,,Z. RURAL,65640000,(  ),(  ),JOYCEDRIELY@GMAIL.COM,20240322101213,thalyta,20210601095436,yago,(  )
129,,113,531,U.B.S. VILA BAHIA,00622-01,2457083,ALTO SAO FRANCISCO ,S/N,,VL. BAHIA ,65284000,(98)984761986,(  ),THAISSS846@GMAIL.COM,20210610073316,yago,20170908095401,Implantação,(98)984753216
994,,113,539,U.B.S. VILA LOBÃO ,01407-01,,Antonio de Miranda,00,,Vila Lobão,65910030,(99)991463532,(  ),ALMEIDASILJANE@GMAIL.COM,20210615115317,yago,20210615115317,yago,(99)992077478
995,,113,539,U.B.S. ANA DAVES NETA SILVA SOUSA ,01408-01,,Dom Pedro II,00,,Parque Buriti,65916695,(99)981481320,(  ),THAISE.LOBÃO86@GMAIL.COM,20210615115607,yago,20210615115607,yago,(99)984740422
996,,5,464,U.B.S. BELA VISTA,01409-01,,POV. BELA VISTA ,00,,Z. RURAL,65368000,(98)985559376,(  ),,20210623100415,yago,20210623100415,yago,(98)984152413
997,,5,464,U.B.S. BOM PASTOR,01410-01,,QD. CANAA,00,,CENTRO ,65368000,(98)984936033,(  ),,20210623100629,yago,20210623100629,yago,(  )
998,,5,545,U.B.S. VALDEMAR MOTA E SILVA,01411-01,,R. SAO JOSE,00,,CENTRO,65922000,(99)991464961,(  ),SAMARIADEM@GMAIL.COM,20210707145612,yago,20210707145612,yago,(99)991034600
999,,36,545,U.B.S. JOAO PEREIRA DINIZ ,01412-01,,AV. BRASIL,00,,NORTE SUL,65922000,(99)981034883,(  ),ATENCAOBASICAJL@GMAIL.COM,20210707145803,yago,20210707145803,yago,(99)991034600
1000,,5,522,U.B.S. JOSE NOVATO,01413-01,,AV. AEROPORTO ,00,,RECREIO,65805000,(  ),(  ),,20210716090641,yago,20210716090641,yago,(  )
1001,,36,508,U.B.S. ANA LUISA DOS REIS ,01414-01,,AV. MOISES REIS ,00,KM 17,BR 316,65400000,(98)996947125,(  ),ACSMEDEIROS@HMAIL.COM,20210803122335,yago,20210803122335,yago,(99)991496010
1002,,36,508,U.B.S. DALGIZA PEIXOTO NASCIMENTO ,01415-01,,AV. GETULIO VARGAS,00,,POV. CAJAZEIRAS / Z. RURAL,65400000,(99)982013826,(  ),LOVE_DALVA@HOTMAIL.COM,20210803122601,yago,20210803122601,yago,(99)984534223
1003,,5,508,U.B.S. PROCOPIO ARAUJO SILVA,01416-01,,POV. BOA VISTA DO PROCOPIO ,00,,Z. RURAL,65400000,(99)981281322,(  ),ENFCRISNUNES@HOTMAIL.COM ,20210803122909,yago,20210803122909,yago,(98)988075831
1004,,5,495,U.B.S. ALFREDO NERES,01417-01,,07 DE SETEMBRO,00,,PREFEITURA,65968000,(99)988252081,(  ),SAUDECAMPESTRE@GMAIL.COM,20210809144633,yago,20210809144633,yago,(54)84000678
1005,,5,545,U.B.S. JOSE OSMAR,01418-01,,"R, BAYMAR JR",00,,POV.CENTRO DOS CARLOS,65922000,(99)992308860,(  ),,20210809145139,yago,20210809145139,yago,(99)991034600
1006,,5,545,U.B.S. AGRIPINO MARTINS JORGES,01419-01,,R. PRINCIPAL,00,,POV. BOM LUGAR ,65922000,(99)991034600,(  ),,20210809145333,yago,20210809145333,yago,(99)992058860
1007,,5,646,U.B.S. ALFREDO NUNES,01420-01,,R.CASTELO BRANCO,00,,VL ALICE NUNES,65935000,(99)988473293,(  ),,20210809145821,yago,20210809145821,yago,(  )
1008,,5,646,U.B.S. CUMARU,01421-01,,R. PRINCIPAL,00,,CUMARU,65935000,(99)988465433,(  ),,20210809150224,yago,20210809150224,yago,(  )
1009,,5,646,U.B.S. NOVA BRASILIA,01422-01,,POV. NOVA BRASILIA,00,,Z. RURAL,65935000,(99)999341099,(  ),,20210809150353,yago,20210809150353,yago,(  )
1010,,5,646,U.B.S. LUZIA PIPIRA,01423-01,,R. LUZIA PIPIRA,0,,ALTO DA PIPIRA,65935000,(99)984991863,(  ),,20210809150502,yago,20210809150502,yago,(  )
1016,,36,548,U.B.S. MERCEDES CARVALHO LEITE,01429-01,,AV. LAURA DE MELO ,00,,CENTRO ,65715000,(  ),(  ),,20210810080209,yago,20210810080209,yago,(  )
1019,,5,611,HOSP. MUN. SANTA HELENA,01432-01,,POV. MANOEL PAVAO DIAS,00,,PONTA DAREIA,65208000,(98)981284443,(98)983146003,,20210810083051,yago,20210810083051,yago,(98)981357948
1020,,113,525,HOSP. MUN. DR° LUIZ GONZAGA MARTINS,01433-01,,R. RUI BARBOSA,00,,CENTRO,65775000,(99)982419099,(  ),HOSPITALMUNICIPALLGD@GMAIL.COM,20210810083704,yago,20210810083704,yago,(99)981199620
1021,,5,655,C.S. DE TUFILANDIA,01434-01,,R. DAS ORQUIDEAS,00,,CENTRO,65378000,(98)36841026,(  ),DIEGLOPESBARROS@GMAIL.COM,20210810084904,yago,20210810084904,yago,(98)988780239
1022,,5,629,U.B.S. JOTA BELEM,01435-01,,R. JOTA BELEM ,00,,CENTRO,65385000,(98)985365750,(  ),,20210810090239,yago,20210810090239,yago,(  )
1023,,5,629,U.B.S. SANTAREM,01436-01,,POV. SANTAREM ,00,,Z. RURAL,65385000,(98)984008802,(  ),VIEIRACONSUELO@GMAIL.COM,20210810090440,yago,20210810090440,yago,(  )
1024,,36,479,U.B.S. PELOPIDAS RODRIGUES DE BARROS,01437-01,,AV. LUIS DE FRANCA BARROS,00,,CENTRO,65885000,(89)988036134,(89)989036134,SAUDEBLEITE2013@GMAIL.COM,20210812141312,yago,20210812141312,yago,(89)935447053
1025,,5,474,U.B.S. CARAIBAS DOS LOPES ,01438-01,,POV. CARAIBAS DOS LOPES,00,,Z. RURAL,65660000,(89)999221189,(  ),,20210812142159,yago,20210812142159,yago,(  )
1026,,5,474,U.B.S. LAMEIRAO,01439-01,,POV. LAMEIRAO ,00,,Z. RURAL,65660000,(89)994166204,(  ),,20210812142421,yago,20210812142421,yago,(  )
1027,,5,474,U.B.S. GONZAGA CARVALHO,01440-01,,TRAV. VALENTIM RAMOS ,00,,CAMPO ,65660000,(87)981370727,(  ),,20210812142914,yago,20210812142914,yago,(  )
1029,,5,474,U.B.S. VEREDA GRANDE ,01442-01,,R. JACINAS REZENDES,00,,VEREDA GRANDE ,65660000,(89)988075915,(  ),,20210812143223,yago,20210812143223,yago,(  )
1030,,5,581,U.B.S. FULGENCIO COSMO DA SILVA,01443-01,,AV. DO FULGENCIO,00,,SUBSTACAO,65670000,(99)984165102,(  ),CAROL-ALCOPE@HOTMAIL.COM,20210812144159,yago,20210812144159,yago,(  )
1031,,5,581,U.B.S. RAIMUNDO PEREIRA DE SA,01444-01,,POV. VARZINHA ,00,,Z. RURAL,65670000,(  ),(  ),ROGERIO-LAGO-SLG@HOTMAIL.COM,20210812144331,yago,20210812144331,yago,(99)984804333
1032,,5,581,U.B.S. ANTONIO DINIZ BARROS ,01445-01,,AV. 01 DE MAIO ,00,,CENTRO,65670000,(99)984716896,(  ),THAYLON1613@GMAIL.COM,20210812144532,yago,20210812144532,yago,(  )
1033,,5,581,U.B.S. SEVERINO FURTADO BRITO ,01446-01,,PRACA MANOEL MENDES,00,,CENTRO,65670000,(99)984460710,(  ),,20210812144651,yago,20210812144651,yago,(  )
1028,,5,474,U.B.S. SUCURUJU,01441-01,,POV. SURUCUJU ,00,,Z. RURAL,65660000,(89)981387143,(  ),,20210826145124,yago,20210812143004,yago,(  )
1267,,5,659,U.B.S. EXPEDITO BAQUIL,01680-01,,R. 01 ,00,,CENTRO ,65580000,(  ),(  ),,20230420085409,yago,20230420085409,yago,(  )
1014,,5,548,U.B.S. KATIA SORAIMA DE MELO,01427-01,,POV. 03 LAGOS,00,,Z. RURAL,65715000,(99)992235082,(  ),FRANCIMARA_VALE@HOTMAIL.COM,20230510140556,thalyta,20210810075840,yago,(  )
1015,,5,548,U.B.S. JOAO LUIZ RODRIGUES,01428-01,,POV. LAGOA SECA,00,,Z. RURAL,65715000,(99)984683257,(  ),ANAACRUZZ01@GMAIL.COM,20230510140707,thalyta,20210810075959,yago,(  )
1013,,5,548,U.B.S. OSVALDO ANTONIO DA SILVA,01426-01,,POV. SINDÔ I,00,,Z. RURAL,65715000,(98)981302086,(  ),KAREN-MFB@HOTMAIL.COM,20230510140754,thalyta,20210810075647,yago,(  )
1011,,5,548,U.B.S. HERONDINA LIMA DUARTE,01424-01,,POV. SANTA TEREZA,00,,Z. RURAL,65715000,(99)991233132,(  ),FRANCISCAMARIA9113@GMAIL.COM,20230510141030,thalyta,20210810075459,yago,(  )
1034,,5,581,U.B.S. FRANCISCA REGINA DA SILVA,01447-01,,R. CARLOS CEZAR,00,,CENTRO,65670000,(99)998805898,(  ),WALKYANE@OUTLOOK.COM,20210812144945,yago,20210812144945,yago,(  )
1035,,5,581,U.B.S. NELSON JOSE PEREIRA ,01448-01,,POV. TABULEIRAO,00,,Z. RURAL,65670000,(98)985132313,(  ),PRISCILA.VASCONCELOS@OTMAIL.COM,20210812145119,yago,20210812145119,yago,(  )
1036,,5,581,U.B.S. DARCY FURTADO ,01449-01,,R. TANCREDO NEVES,00,,CENTRO,65670000,(99)985060749,(  ),FRANCYREVIL@GMAIL.COM,20210812145249,yago,20210812145249,yago,(  )
1037,,5,581,U.B.S. FRANCISCO DIAS DE CARVALHO ,01450-01,,R. SANTO ANRONIO ,00,,CENTRO,65670000,(99)981924852,(  ),SMSPARAIBANO@HOTMAIL.COM,20210812145449,yago,20210812145449,yago,(  )
1038,,5,584,U.B.S. FELIX ALVES DE ARAUJO,01451-01,,R. GERSONIA MENDES DE SA ,00,,SAO JOSE,65870000,(99)984223300,(  ),W_EVERTON@HOTMAIL.COM,20210813094405,yago,20210813094405,yago,(99)984652276
1039,,5,584,U.B.S. MANOEL CONSTANTINO BRASIL ,01452-01,,POV. VARZEA DO MEIO ,000,,Z. RURAL,65870000,(99)988324563,(  ),W_EVERTON@HOTMAIL.COM,20210813094554,yago,20210813094554,yago,(99)984223300
1040,,5,584,U.B.S. ANAJÁS,01453-01,,POV. ROCADO ,00,,Z. RURAL,65870000,(99)984223300,(  ),W_EVERTON@HOTMAIL.COM,20210813094747,yago,20210813094747,yago,(99)984262456
1041,,5,584,U.B.S. ROÇADO,01454-01,,POV. ROÇADO ,00,,Z. RURAL,65870000,(99)984223300,(  ),W_EVERTON@HOTMAIL.COM,20210813095000,yago,20210813095000,yago,(99)984262456
1042,,5,584,U.B.S. SANTA FÉ,01455-01,,POV. SANTA FE,00,,Z. RURAL,65870000,(99)991760271,(  ),W_EVERTON@HOTMAIL.COM,20210813095238,yago,20210813095238,yago,(99)984223300
1043,,5,584,U.B.S. MIGUEL PEREIRA DINIZ ,01456-01,,POV. LAGOA DO BOI,00,,Z. RURAL,65870000,(99)984128796,(  ),W_EVERTON@HOTMAIL.COM,20210813095400,yago,20210813095400,yago,(99)984223300
1044,,5,536,U.B.S. ANAJATUBA,01457-01,,POV. ANAJATUBA,00,,Z.RURAL,65170000,(98)985626468,(  ),ENFJAYNNEARAUJO@OUTLOOK.COM,20210818080001,yago,20210818080001,yago,(  )
1045,,5,536,U.B.S. PRATA,01458-01,,POV. PRATA, 00,,Z. RURAL,65170000,(00)987356127,(  ),ABREU681@GMAIL.COM,20210819080702,yago,20210819080702,yago,(  )
1046,,5,536,U.B.S. ITAPERA,01459-01,,POV. ITAPERA ,00,,Z. RURAL,65170000,(98)984731958,(  ),,20210819111245,yago,20210819111245,yago,(  )
1047,,5,536,U.B.S. VER. THIAGO ALMEIDA - SEDE,01460-01,,R. CORONEL CORTES MACIEL,00,,CENTRO ,65170000,(98)984191343,(  ),BRUNODATYALMEIDA@GMAIL.COM,20210824104908,thalyta,20210824104908,thalyta,(  )
1048,,5,536,U.B.S. SANTA ISABEL ,01461-01,,R. PRINCIPAL ,00,,CENTRO,65170000,(98)985872842,(  ),VANILZEFERREIRA@HOTMAIL.COM ,20210824105040,thalyta,20210824105040,thalyta,(  )
1049,,5,564,U.B.S. SANTA LUZIA,01462-01,,POV. SANTA LUZIA,00,,Z. RURAL,65645000,(  ),(  ),CLEO_MARINHA@HOTMAIL.COM,20210825142908,yago,20210825142908,yago,(  )
1050,,5,564,U.B.S. MANDACARU,01463-01,,POV. MANDACARU,00,,Z. RURAL,65645000,(  ),(  ),ELENAIMORENA@HOTMAIL.COM,20210825143057,yago,20210825143057,yago,(  )
1051,,5,649,U.B.S. SEDE I,01464-01,,R. JOAO PARAIBANO,123,,CENTRO,65860000,(  ),(  ),,20210825144412,yago,20210825144412,yago,(  )
1052,,5,649,U.B.S. SEDE II,01465-01,,R. JOAO PARAIBANO,123,,CENTRO,65860000,(  ),(  ),,20210825144501,yago,20210825144501,yago,(  )
1053,,5,649,U.B.S. AGUA BRANCA,01466-01,,POV. AGUA BRANCA,00,,Z. RURAL,65860000,(  ),(  ),,20210825144725,yago,20210825144725,yago,(  )
